Has Wireless Internet,Has Landline Internet,FiOS,Number of Mobile Phones,Company,Size of Family,Do They Stream,Satisfaction Rating,price rating,speed rating,coverage rating,customer service,overall Likelihood,switched
0.0,0.0,0.0,2.0,Sprint,7.0,0.0,1.0,2.0,4.0,4.0,4.0,3.0,1.0
1.0,0.0,0.0,5.0,T-Mobile,5.0,0.0,1.0,3.0,1.0,1.5,1.5,2.0,1.0
0.0,0.0,0.0,3.0,Sprint,7.0,1.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0
0.0,0.0,0.0,3.0,Sprint,4.0,1.0,1.0,3.0,3.5,3.0,2.5,3.5,0.0
1.0,0.0,0.0,4.0,T-Mobile,4.0,0.0,1.0,1.0,3.0,1.0,3.0,1.5,0.0
1.0,0.0,0.0,1.0,AT&T,6.0,1.0,3.0,1.0,4.0,4.0,3.0,4.0,0.0
0.0,0.0,0.0,6.0,Sprint,1.0,1.0,3.0,2.0,3.0,2.0,1.0,4.0,1.0
1.0,1.0,0.0,1.0,T-Mobile,6.0,1.0,2.0,4.0,4.0,3.0,1.0,3.0,0.0
0.0,1.0,0.0,2.0,Verizon,7.0,1.0,3.0,4.0,3.0,1.0,2.0,1.0,0.0
0.0,0.0,0.0,4.0,Sprint,2.0,0.0,3.0,2.0,4.0,1.5,4.0,2.5,1.0
0.0,0.0,0.0,1.0,T-Mobile,6.0,1.0,3.0,4.0,3.0,4.0,4.0,4.0,1.0
1.0,0.0,0.0,3.0,Verizon,4.0,1.0,1.0,3.0,1.0,4.0,1.0,2.0,0.0
1.0,1.0,0.0,3.5,Sprint,4.0,1.0,1.0,2.0,1.0,1.0,2.0,4.0,1.0
1.0,1.0,0.0,4.5,Verizon,1.0,1.0,1.0,2.5,1.0,1.0,2.5,4.0,1.0
1.0,1.0,0.0,5.0,AT&T,4.0,0.0,1.0,3.5,3.0,1.0,1.0,1.5,1.0
1.0,0.0,0.0,5.0,Verizon,7.0,1.0,2.0,2.0,1.0,4.0,2.0,4.0,0.0
1.0,0.0,1.0,1.0,Sprint,4.0,0.0,3.0,2.5,3.5,2.5,3.0,1.0,1.0
0.0,1.0,0.0,1.0,Verizon,3.0,1.0,2.0,2.5,2.0,4.0,1.0,3.0,0.0
0.0,0.0,0.0,1.0,AT&T,3.0,0.0,2.0,2.0,2.0,1.0,2.0,2.0,0.0
1.0,1.0,0.0,6.0,Sprint,1.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,0.0
0.0,0.0,0.0,2.0,T-Mobile,3.0,1.0,2.0,2.0,1.0,1.0,4.0,3.0,1.0
1.0,0.0,0.0,1.0,Verizon,2.0,0.0,2.0,1.0,2.0,3.0,1.0,4.0,1.0
0.0,0.0,0.0,1.0,AT&T,5.0,0.0,3.0,1.0,3.0,4.0,2.0,1.0,1.0
1.0,1.0,0.0,1.0,T-Mobile,7.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0
1.0,0.0,1.0,3.0,T-Mobile,1.0,1.0,1.0,1.5,1.0,4.0,4.0,3.0,1.0
1.0,0.0,1.0,3.0,AT&T,4.0,0.0,1.0,1.0,4.0,2.0,3.5,2.0,1.0
0.0,0.0,0.0,1.0,AT&T,5.0,1.0,1.0,2.5,2.0,3.0,4.0,3.0,0.0
1.0,1.0,0.0,3.0,Verizon,4.0,0.0,3.0,4.0,3.0,1.0,2.0,2.5,1.0
1.0,1.0,0.0,5.0,AT&T,7.0,1.0,2.0,4.0,3.0,2.0,2.5,3.0,0.0
0.0,1.0,0.0,1.0,Verizon,3.0,0.0,3.0,4.0,1.0,4.0,1.0,2.0,0.0
0.0,1.0,0.0,4.0,Sprint,6.0,0.0,2.0,1.0,2.0,3.0,1.0,2.0,0.0
0.0,1.0,0.0,6.0,Sprint,4.0,1.0,3.0,1.0,1.5,2.5,4.0,4.0,0.0
1.0,1.0,0.0,4.0,T-Mobile,2.0,1.0,3.0,3.0,2.5,2.0,4.0,2.0,1.0
1.0,1.0,0.0,1.0,AT&T,6.0,1.0,1.0,2.0,4.0,1.0,2.0,2.0,1.0
1.0,0.0,0.0,1.0,T-Mobile,7.0,1.0,3.0,4.0,1.0,2.0,2.0,2.0,0.0
1.0,0.0,0.0,4.0,AT&T,6.0,0.0,2.0,2.0,2.5,3.0,2.0,2.5,1.0
1.0,1.0,0.0,4.0,T-Mobile,2.0,1.0,1.0,3.0,3.0,2.0,4.0,2.0,0.0
1.0,0.0,0.0,2.0,T-Mobile,5.0,1.0,2.0,1.0,1.0,2.5,3.0,2.0,1.0
1.0,1.0,1.0,4.0,AT&T,6.0,1.0,2.0,2.0,3.5,2.0,3.0,3.5,1.0
1.0,1.0,0.0,6.0,T-Mobile,1.0,0.0,3.0,4.0,2.0,4.0,1.0,2.0,1.0
0.0,1.0,0.0,4.0,AT&T,5.0,0.0,2.0,2.0,1.0,3.0,1.0,2.0,0.0
0.0,0.0,0.0,4.5,Verizon,6.0,1.0,1.0,2.5,3.0,2.0,1.0,4.0,1.0
1.0,0.0,1.0,6.0,Sprint,1.0,0.0,2.0,3.0,2.0,2.0,4.0,4.0,1.0
0.0,0.0,0.0,5.0,Verizon,1.0,0.0,1.0,4.0,3.0,4.0,1.0,2.0,0.0
1.0,0.0,0.0,6.0,T-Mobile,1.0,0.0,2.0,4.0,3.0,3.0,1.0,1.0,1.0
0.0,1.0,0.0,5.0,AT&T,3.0,1.0,3.0,1.0,4.0,4.0,3.0,1.5,0.0
0.0,0.0,0.0,5.0,T-Mobile,4.0,1.0,3.0,4.0,1.0,4.0,4.0,1.0,0.0
1.0,1.0,0.0,4.0,AT&T,1.0,0.0,1.0,2.0,4.0,4.0,1.0,3.0,1.0
0.0,1.0,0.0,2.0,T-Mobile,3.0,1.0,3.0,4.0,3.0,3.0,4.0,1.0,0.0
0.0,0.0,1.0,5.0,Verizon,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0
1.0,1.0,0.0,4.0,Sprint,7.0,0.0,3.0,2.0,2.0,3.0,2.0,3.0,0.0
1.0,1.0,0.0,6.0,Verizon,7.0,1.0,3.0,2.0,4.0,3.0,3.0,4.0,0.0
0.0,0.0,0.0,6.0,AT&T,4.0,1.0,3.0,3.0,4.0,4.0,3.0,3.0,0.0
1.0,1.0,0.0,2.0,AT&T,5.0,0.0,3.0,3.5,3.0,3.0,2.0,1.0,0.0
0.0,0.0,0.0,5.0,AT&T,1.0,0.0,2.0,2.5,4.0,2.0,3.0,2.0,1.0
1.0,0.0,0.0,3.5,Verizon,5.0,1.0,1.0,4.0,2.0,4.0,4.0,2.0,1.0
1.0,1.0,0.0,5.0,Verizon,3.0,1.0,1.0,3.0,3.5,2.0,1.0,2.0,0.0
1.0,0.0,0.0,6.0,T-Mobile,4.0,1.0,1.0,3.0,2.0,4.0,3.0,2.0,1.0
1.0,0.0,0.0,3.0,Verizon,2.0,1.0,3.0,1.0,1.0,2.0,2.0,3.0,0.0
1.0,1.0,0.0,1.0,AT&T,5.0,0.0,1.0,1.0,3.0,2.0,3.0,1.0,0.0
1.0,0.0,0.0,5.0,Sprint,2.0,1.0,1.0,2.0,1.0,4.0,2.0,2.0,1.0
0.0,0.0,0.0,5.0,AT&T,2.0,1.0,2.0,3.5,4.0,1.0,4.0,1.0,0.0
1.0,0.0,0.0,3.5,Sprint,3.0,0.0,3.0,1.0,1.0,2.0,1.0,4.0,1.0
0.0,0.0,0.0,2.0,T-Mobile,4.0,0.0,1.0,3.0,1.0,3.0,1.0,1.0,0.0
0.0,0.0,1.0,3.0,AT&T,1.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,0.0
1.0,0.0,0.0,3.0,Sprint,6.0,0.0,1.0,1.0,4.0,2.0,2.0,4.0,0.0
1.0,1.0,0.0,4.0,Verizon,1.0,1.0,3.0,2.0,2.0,1.0,2.0,4.0,0.0
0.0,1.0,0.0,6.0,Verizon,5.0,0.0,3.0,1.0,4.0,4.0,1.5,3.5,0.0
1.0,1.0,0.0,4.0,AT&T,3.0,1.0,3.0,3.0,4.0,4.0,2.0,1.0,0.0
0.0,1.0,0.0,2.0,Verizon,2.0,1.0,1.0,2.5,3.0,1.0,3.0,2.0,1.0
1.0,1.0,0.0,1.0,Sprint,7.0,1.0,2.0,4.0,1.0,2.0,1.0,2.0,0.0
1.0,1.0,1.0,4.5,Verizon,6.0,0.0,2.0,2.5,3.0,1.0,1.0,2.0,0.0
0.0,0.0,0.0,1.0,Verizon,7.0,1.0,2.0,4.0,4.0,3.0,2.0,3.0,1.0
0.0,0.0,0.0,4.0,T-Mobile,6.0,0.0,2.0,2.0,1.0,1.0,2.5,1.0,0.0
0.0,1.0,0.0,5.0,Verizon,1.0,1.0,3.0,1.0,2.5,1.0,4.0,3.0,0.0
1.0,0.0,0.0,3.0,AT&T,4.0,1.0,2.0,2.5,4.0,3.0,4.0,1.0,0.0
0.0,1.0,0.0,4.0,AT&T,1.0,0.0,3.0,1.0,4.0,3.0,2.5,4.0,1.0
0.0,0.0,0.0,6.0,Verizon,1.0,1.0,2.0,2.0,2.0,1.0,4.0,1.0,1.0
1.0,0.0,0.0,1.0,AT&T,4.0,1.0,1.0,2.0,2.0,2.0,4.0,1.5,1.0
1.0,0.0,0.0,3.5,Verizon,6.0,1.0,3.0,4.0,3.0,1.0,2.0,3.0,0.0
0.0,0.0,0.0,1.0,AT&T,1.0,0.0,1.0,1.0,2.0,2.0,2.0,2.5,0.0
1.0,1.0,1.0,2.0,Verizon,3.0,1.0,3.0,2.5,3.0,2.0,2.0,3.0,0.0
1.0,1.0,1.0,5.0,Sprint,3.0,0.0,2.0,2.0,2.0,3.0,3.0,3.0,0.0
1.0,0.0,0.0,5.0,Verizon,3.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
0.0,0.0,0.0,5.0,Verizon,6.0,1.0,2.0,4.0,2.0,1.0,1.0,3.5,1.0
0.0,1.0,0.0,5.0,AT&T,2.0,0.0,1.0,3.0,2.5,2.0,3.5,4.0,0.0
1.0,0.0,0.0,4.0,AT&T,6.0,1.0,2.0,1.0,4.0,3.0,4.0,2.5,1.0
0.0,1.0,0.0,1.0,AT&T,3.0,0.0,2.0,3.0,2.0,3.0,3.0,4.0,1.0
1.0,0.0,0.0,1.0,Sprint,1.0,1.0,2.0,3.0,4.0,2.0,3.0,4.0,0.0
1.0,1.0,0.0,2.0,Verizon,3.0,1.0,3.0,3.5,1.0,2.0,3.0,2.0,1.0
0.0,0.0,0.0,3.0,Verizon,1.0,0.0,2.0,3.0,2.0,3.0,2.0,3.0,0.0
1.0,1.0,0.0,4.0,AT&T,2.0,1.0,2.0,3.0,1.0,4.0,2.0,3.0,1.0
1.0,1.0,0.0,1.0,AT&T,2.0,1.0,3.0,2.0,1.0,2.0,4.0,2.0,0.0
0.0,1.0,0.0,5.0,T-Mobile,1.0,0.0,2.0,1.0,3.0,3.0,3.0,3.0,1.0
0.0,0.0,0.0,3.0,AT&T,5.0,0.0,1.0,2.0,4.0,3.5,3.0,2.0,0.0
1.0,0.0,0.0,4.0,Sprint,6.0,0.0,2.0,3.0,3.0,2.0,3.0,1.0,0.0
1.0,0.0,0.0,5.0,Verizon,5.0,1.0,1.0,4.0,4.0,1.0,4.0,3.0,0.0
1.0,1.0,0.0,4.5,Verizon,5.0,1.0,2.0,3.0,2.0,3.0,3.0,3.0,0.0
0.0,0.0,0.0,4.0,Verizon,7.0,1.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0
1.0,1.0,0.0,6.0,T-Mobile,6.0,1.0,2.0,2.0,2.5,1.0,2.0,3.0,0.0
1.0,0.0,0.0,1.0,Verizon,3.0,0.0,2.0,2.5,2.5,1.0,4.0,1.5,0.0
0.0,1.0,0.0,3.0,T-Mobile,3.0,1.0,3.0,3.0,3.0,3.0,2.5,4.0,1.0
0.0,0.0,0.0,5.0,Verizon,5.0,0.0,1.0,4.0,4.0,3.0,3.0,3.0,1.0
0.0,0.0,0.0,5.0,AT&T,2.0,1.0,2.0,2.0,3.0,2.5,1.0,1.0,1.0
0.0,1.0,0.0,4.0,Verizon,5.0,0.0,2.0,4.0,2.0,1.0,4.0,1.0,0.0
1.0,1.0,0.0,6.0,Verizon,4.0,1.0,3.0,3.0,1.0,1.0,2.0,4.0,0.0
1.0,1.0,0.0,2.0,Sprint,7.0,0.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0
1.0,0.0,0.0,5.0,T-Mobile,7.0,1.0,3.0,2.0,3.0,4.0,1.0,2.0,1.0
0.0,0.0,1.0,3.5,AT&T,3.0,0.0,3.0,4.0,4.0,3.0,2.0,2.5,1.0
0.0,1.0,0.0,3.0,AT&T,6.0,0.0,3.0,3.5,4.0,2.0,2.0,3.0,0.0
0.0,1.0,0.0,1.0,Sprint,2.0,1.0,1.0,2.0,3.0,2.5,3.0,4.0,0.0
1.0,1.0,0.0,6.0,T-Mobile,3.0,1.0,1.0,4.0,2.0,1.0,1.0,3.0,0.0
1.0,0.0,0.0,3.0,Verizon,6.0,0.0,3.0,2.0,4.0,1.0,2.0,4.0,0.0
1.0,1.0,0.0,2.0,Verizon,2.0,1.0,3.0,3.0,1.0,4.0,3.0,2.0,1.0
0.0,0.0,0.0,5.0,Sprint,2.0,0.0,2.0,3.5,1.5,1.0,4.0,4.0,0.0
1.0,0.0,0.0,5.0,T-Mobile,2.0,0.0,1.0,1.5,2.5,4.0,2.5,3.5,0.0
0.0,1.0,0.0,4.0,AT&T,5.0,1.0,1.0,1.0,2.0,1.0,3.0,3.5,1.0
1.0,0.0,0.0,2.0,T-Mobile,7.0,1.0,3.0,3.0,2.5,1.0,4.0,4.0,0.0
1.0,1.0,0.0,6.0,Verizon,1.0,0.0,2.0,4.0,1.0,2.5,1.0,3.5,1.0
0.0,0.0,0.0,1.0,AT&T,2.0,0.0,3.0,1.0,1.0,4.0,4.0,4.0,0.0
0.0,0.0,0.0,1.0,Verizon,4.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0
1.0,1.0,0.0,5.0,Verizon,5.0,0.0,3.0,1.0,2.5,4.0,1.0,2.0,1.0
1.0,0.0,0.0,2.0,Verizon,1.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,0.0
1.0,0.0,1.0,4.5,Verizon,1.0,1.0,2.0,3.0,1.0,3.0,2.0,2.0,0.0
1.0,1.0,0.0,3.0,Verizon,1.0,0.0,2.0,3.0,3.0,2.5,2.0,2.0,0.0
0.0,0.0,0.0,3.0,T-Mobile,3.0,0.0,1.0,1.0,4.0,2.0,2.0,4.0,1.0
0.0,0.0,0.0,5.0,Sprint,5.0,1.0,1.0,1.0,1.0,4.0,3.0,3.0,0.0
0.0,1.0,0.0,5.0,Verizon,6.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,0.0
1.0,1.0,0.0,6.0,T-Mobile,1.0,0.0,1.0,2.0,4.0,2.0,1.0,2.0,0.0
1.0,1.0,0.0,4.0,AT&T,1.0,1.0,1.0,2.0,3.0,3.0,2.0,3.5,0.0
0.0,1.0,0.0,4.0,AT&T,7.0,0.0,1.0,2.0,1.5,1.0,2.0,2.0,0.0
0.0,0.0,0.0,4.0,T-Mobile,7.0,1.0,2.0,4.0,2.0,1.0,3.0,1.0,0.0
0.0,0.0,0.0,3.0,Verizon,2.0,0.0,1.0,1.0,4.0,4.0,1.0,1.0,0.0
0.0,0.0,0.0,5.0,Sprint,2.0,1.0,2.0,3.0,4.0,1.0,3.0,3.0,0.0
1.0,1.0,1.0,4.0,AT&T,5.0,1.0,3.0,2.0,1.0,3.0,2.5,2.0,0.0
1.0,1.0,0.0,6.0,Verizon,4.0,1.0,2.0,3.5,3.0,3.0,2.5,2.0,1.0
0.0,0.0,0.0,1.0,T-Mobile,7.0,1.0,2.0,2.0,3.5,4.0,2.0,3.0,1.0
0.0,1.0,0.0,3.0,T-Mobile,5.0,0.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0
1.0,1.0,0.0,2.0,AT&T,3.0,1.0,1.0,4.0,4.0,2.0,3.0,2.0,1.0
1.0,1.0,0.0,3.0,Sprint,2.0,1.0,3.0,2.0,3.0,3.0,1.0,3.0,0.0
1.0,0.0,1.0,6.0,T-Mobile,6.0,0.0,2.0,1.0,3.0,1.5,3.0,2.0,1.0
1.0,1.0,0.0,3.0,AT&T,3.0,1.0,2.0,3.5,3.0,2.5,2.0,3.0,1.0
0.0,0.0,0.0,1.0,AT&T,4.0,1.0,2.0,3.0,1.0,2.0,2.0,2.0,1.0
0.0,1.0,0.0,4.0,Verizon,3.0,0.0,1.0,2.0,3.0,3.5,2.0,3.0,0.0
0.0,1.0,0.0,1.0,AT&T,4.0,1.0,1.0,3.0,1.0,3.0,2.5,3.0,0.0
1.0,0.0,0.0,1.0,Sprint,7.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0
1.0,1.0,0.0,2.0,T-Mobile,7.0,0.0,2.0,3.0,3.0,3.5,2.0,3.0,1.0
1.0,0.0,1.0,4.0,T-Mobile,1.0,0.0,2.0,1.0,1.0,4.0,2.0,2.0,0.0
0.0,0.0,0.0,4.0,Verizon,2.0,1.0,1.0,2.0,1.0,3.0,2.0,3.0,0.0
0.0,1.0,0.0,2.0,Verizon,1.0,0.0,2.0,2.0,2.0,1.0,3.5,4.0,1.0
1.0,1.0,0.0,3.0,Verizon,3.0,1.0,3.0,3.0,3.0,4.0,3.0,1.0,1.0
1.0,1.0,0.0,6.0,T-Mobile,7.0,1.0,3.0,4.0,1.0,3.0,4.0,2.0,1.0
0.0,0.0,0.0,5.0,Verizon,5.0,0.0,1.0,4.0,3.0,1.0,2.0,2.0,1.0
1.0,1.0,0.0,4.0,Verizon,3.0,1.0,1.0,4.0,4.0,2.5,1.0,4.0,1.0
0.0,0.0,0.0,4.0,AT&T,2.0,0.0,1.0,2.5,3.0,3.0,1.0,3.0,1.0
1.0,1.0,0.0,6.0,Verizon,4.0,1.0,3.0,2.0,2.0,3.0,4.0,4.0,1.0
0.0,0.0,0.0,4.0,T-Mobile,5.0,0.0,2.0,1.0,2.0,4.0,2.0,1.0,0.0
1.0,0.0,0.0,2.0,Verizon,6.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0
1.0,1.0,0.0,5.0,AT&T,4.0,1.0,2.0,3.0,1.0,2.0,3.0,3.0,1.0
1.0,0.0,0.0,5.0,Sprint,1.0,0.0,1.0,3.0,2.0,2.0,4.0,3.0,0.0
0.0,1.0,0.0,1.0,T-Mobile,5.0,1.0,2.0,1.5,4.0,2.0,2.0,2.5,1.0
0.0,1.0,0.0,5.0,AT&T,6.0,0.0,3.0,2.0,4.0,4.0,3.0,3.0,1.0
0.0,1.0,0.0,4.0,AT&T,3.0,0.0,2.0,2.0,3.0,4.0,4.0,2.0,1.0
0.0,1.0,0.0,6.0,T-Mobile,1.0,1.0,2.0,4.0,2.0,4.0,2.0,3.0,1.0
1.0,0.0,0.0,2.0,Sprint,6.0,1.0,3.0,4.0,3.0,2.0,2.5,4.0,0.0
0.0,0.0,0.0,5.0,AT&T,4.0,1.0,1.0,2.0,4.0,2.0,4.0,3.0,0.0
1.0,0.0,0.0,2.0,T-Mobile,5.0,1.0,3.0,4.0,1.0,1.0,1.0,3.0,1.0
1.0,0.0,0.0,2.5,Verizon,1.0,1.0,1.0,2.5,4.0,1.0,3.0,2.5,1.0
0.0,1.0,0.0,4.5,AT&T,3.0,1.0,2.0,4.0,1.0,2.0,3.5,1.0,1.0
0.0,1.0,0.0,3.0,T-Mobile,7.0,0.0,3.0,3.0,3.0,2.0,4.0,4.0,1.0
0.0,1.0,0.0,4.5,Verizon,6.0,0.0,1.0,4.0,2.0,3.0,4.0,3.0,0.0
0.0,1.0,0.0,3.0,Verizon,3.0,1.0,2.0,2.0,1.0,1.0,3.5,1.5,1.0
0.0,0.0,0.0,1.0,T-Mobile,1.0,1.0,2.0,1.0,4.0,1.0,1.5,4.0,1.0
1.0,1.0,0.0,1.5,AT&T,4.0,0.0,1.0,1.0,1.0,2.0,3.0,3.0,1.0
1.0,1.0,0.0,4.0,Verizon,6.0,1.0,1.0,2.5,4.0,4.0,1.0,1.0,1.0
0.0,0.0,0.0,4.0,AT&T,6.0,0.0,1.0,4.0,2.0,2.0,3.0,4.0,1.0
1.0,0.0,0.0,2.0,Verizon,5.0,1.0,2.0,3.0,3.0,3.0,1.5,1.0,0.0
0.0,0.0,1.0,4.0,Verizon,1.0,1.0,1.0,1.0,3.0,4.0,4.0,3.0,0.0
0.0,0.0,1.0,6.0,AT&T,2.0,1.0,3.0,1.0,2.5,4.0,4.0,3.0,1.0
0.0,1.0,0.0,1.0,Verizon,5.0,1.0,1.0,2.5,2.0,1.0,2.5,2.0,0.0
1.0,1.0,0.0,6.0,T-Mobile,6.0,0.0,2.0,4.0,3.0,1.0,3.0,2.5,1.0
1.0,0.0,0.0,4.0,T-Mobile,1.0,0.0,1.0,2.0,2.0,3.0,2.0,2.5,0.0
1.0,0.0,0.0,1.0,Verizon,5.0,0.0,2.0,2.0,3.0,4.0,1.5,1.0,1.0
0.0,0.0,0.0,1.0,T-Mobile,7.0,1.0,2.0,2.0,3.5,4.0,2.0,3.0,1.0
1.0,1.0,0.0,3.0,Verizon,4.0,0.0,1.0,3.0,4.0,2.0,2.0,1.0,1.0
0.0,0.0,0.0,6.0,Verizon,1.0,1.0,2.0,2.0,3.0,1.0,4.0,4.0,1.0
0.0,0.0,0.0,2.0,Sprint,6.0,0.0,3.0,3.0,3.0,3.0,1.0,4.0,1.0
0.0,1.0,0.0,4.0,Verizon,4.0,0.0,3.0,1.0,3.0,2.0,3.0,1.0,1.0
0.0,1.0,1.0,4.0,Sprint,5.0,0.0,2.0,3.0,2.0,1.0,3.0,3.5,1.0
1.0,1.0,1.0,3.5,AT&T,2.0,1.0,1.0,3.0,1.0,2.0,4.0,2.0,0.0
1.0,1.0,0.0,3.5,Verizon,2.0,1.0,1.0,2.5,4.0,1.0,3.0,3.0,0.0
0.0,1.0,0.0,3.5,Sprint,7.0,1.0,3.0,2.0,3.0,4.0,1.0,4.0,0.0
1.0,1.0,0.0,4.0,AT&T,7.0,1.0,3.0,3.0,1.0,2.0,1.0,4.0,1.0
0.0,1.0,0.0,3.0,Verizon,3.0,0.0,1.0,1.0,4.0,4.0,2.0,3.0,0.0
1.0,1.0,0.0,3.0,AT&T,6.0,0.0,2.0,1.0,1.0,3.0,3.0,3.0,1.0
1.0,0.0,0.0,6.0,AT&T,3.0,1.0,3.0,2.0,2.0,2.0,1.5,1.0,1.0
0.0,1.0,0.0,1.0,Verizon,3.0,0.0,3.0,3.0,2.0,2.0,4.0,3.0,1.0
1.0,1.0,0.0,5.5,Verizon,3.0,1.0,1.0,2.0,1.0,2.0,4.0,1.0,0.0
1.0,1.0,0.0,5.0,Sprint,2.0,0.0,2.0,1.0,3.0,4.0,4.0,3.0,0.0
0.0,1.0,0.0,5.0,Sprint,3.0,1.0,1.0,2.0,4.0,2.0,3.0,2.0,1.0
0.0,0.0,0.0,6.0,AT&T,5.0,0.0,1.0,3.5,3.0,2.5,2.0,3.0,1.0
1.0,0.0,0.0,2.0,T-Mobile,5.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0
1.0,0.0,0.0,5.5,AT&T,1.0,1.0,3.0,2.0,1.0,4.0,3.0,3.0,1.0
0.0,0.0,0.0,3.0,T-Mobile,7.0,0.0,1.0,2.5,1.0,3.0,2.5,3.0,1.0
0.0,0.0,0.0,2.0,Sprint,5.0,0.0,1.0,3.0,2.0,1.0,4.0,1.0,0.0
0.0,1.0,1.0,2.0,Verizon,7.0,0.0,1.0,1.0,4.0,3.0,4.0,2.0,1.0
0.0,1.0,0.0,5.0,Verizon,3.0,1.0,2.0,1.0,4.0,2.0,4.0,3.0,0.0
1.0,1.0,0.0,3.5,Verizon,2.0,0.0,3.0,2.0,2.0,1.0,3.0,1.0,1.0
0.0,0.0,1.0,1.0,T-Mobile,4.0,0.0,3.0,3.0,1.0,2.0,3.0,3.0,0.0
1.0,0.0,0.0,6.0,Sprint,1.0,0.0,3.0,4.0,2.0,1.0,3.0,4.0,0.0
0.0,1.0,0.0,2.0,AT&T,3.0,1.0,1.0,4.0,4.0,2.0,2.0,3.0,1.0
1.0,1.0,0.0,6.0,Sprint,7.0,1.0,3.0,4.0,3.0,4.0,3.0,3.0,0.0
1.0,0.0,0.0,3.0,AT&T,4.0,1.0,3.0,1.0,2.5,4.0,2.0,4.0,1.0
0.0,1.0,0.0,6.0,Verizon,6.0,0.0,3.0,2.0,1.0,4.0,3.0,1.0,1.0
1.0,0.0,0.0,5.0,Sprint,7.0,0.0,3.0,3.0,3.0,4.0,2.0,1.5,1.0
0.0,1.0,0.0,2.0,Sprint,6.0,1.0,1.0,1.0,3.0,4.0,1.0,4.0,1.0
0.0,0.0,0.0,3.5,AT&T,7.0,1.0,1.0,2.0,1.5,4.0,3.0,4.0,0.0
1.0,1.0,0.0,6.0,AT&T,1.0,0.0,1.0,2.0,1.0,4.0,2.0,2.0,0.0
0.0,0.0,1.0,6.0,Verizon,5.0,1.0,3.0,2.0,2.0,3.0,1.0,4.0,1.0
0.0,1.0,0.0,6.0,Sprint,3.0,1.0,1.0,3.0,3.0,2.0,4.0,2.5,0.0
1.0,0.0,0.0,2.0,T-Mobile,4.0,1.0,1.0,2.0,1.5,2.0,4.0,1.5,1.0
1.0,1.0,0.0,4.0,T-Mobile,6.0,1.0,1.0,3.0,1.0,4.0,4.0,2.0,1.0
0.0,1.0,0.0,1.0,T-Mobile,7.0,0.0,1.0,2.0,2.0,4.0,4.0,2.0,1.0
0.0,0.0,1.0,3.0,T-Mobile,6.0,0.0,1.0,4.0,1.0,3.0,3.0,1.0,0.0
0.0,0.0,1.0,5.0,Verizon,6.0,1.0,3.0,4.0,4.0,3.0,1.0,1.0,1.0
1.0,1.0,0.0,1.0,T-Mobile,7.0,0.0,2.0,3.0,2.0,2.0,2.5,2.0,0.0
1.0,1.0,0.0,3.0,T-Mobile,5.0,0.0,1.0,3.0,3.0,4.0,1.0,3.0,1.0
0.0,1.0,0.0,5.0,Sprint,5.0,1.0,1.0,3.0,2.0,1.0,3.0,2.0,1.0
0.0,1.0,0.0,5.0,AT&T,1.0,0.0,1.0,1.0,1.0,4.0,2.0,3.0,1.0
1.0,1.0,0.0,5.0,T-Mobile,5.0,1.0,1.0,3.5,4.0,3.0,1.0,3.0,0.0
0.0,0.0,0.0,6.0,AT&T,6.0,1.0,2.0,3.0,1.0,1.0,2.5,4.0,1.0
1.0,1.0,0.0,2.0,Verizon,7.0,0.0,3.0,4.0,1.0,4.0,1.0,3.0,1.0
1.0,1.0,1.0,1.0,Sprint,3.0,0.0,2.0,2.0,2.5,1.0,1.0,4.0,0.0
0.0,0.0,0.0,1.0,T-Mobile,4.0,1.0,3.0,4.0,3.0,2.0,2.5,4.0,0.0
1.0,1.0,0.0,4.0,Sprint,3.0,1.0,2.0,3.0,3.0,3.0,2.0,1.0,0.0
0.0,1.0,0.0,6.0,Sprint,5.0,1.0,2.0,2.0,2.5,3.0,2.0,3.0,0.0
0.0,1.0,0.0,1.0,Verizon,4.0,1.0,3.0,1.0,4.0,1.0,1.5,3.0,0.0
1.0,1.0,0.0,2.0,Verizon,1.0,1.0,1.0,2.5,3.0,1.0,4.0,2.0,0.0
0.0,0.0,0.0,1.0,Verizon,6.0,0.0,3.0,3.0,3.0,4.0,3.0,3.0,1.0
1.0,1.0,0.0,5.0,AT&T,6.0,0.0,2.0,4.0,1.0,2.0,2.0,1.0,1.0
0.0,1.0,0.0,1.0,AT&T,7.0,0.0,2.0,3.0,1.0,2.0,2.0,3.0,1.0
0.0,0.0,0.0,1.0,T-Mobile,3.0,1.0,3.0,3.0,3.0,1.0,1.0,4.0,1.0
